id,titre,amplitude,rms,dB,Peak,StdDev,Score,Danger%,moy_danger
52,synthetic_4.wav,,0.119061,81.5155,0.884294,0.118265,61.5003,62,63.25
53,synthetic_4.wav,,0.162865,84.2366,0.880689,0.175814,63.6316,64,63.25
54,synthetic_5.wav,,0.118774,81.4945,0.781971,0.10902,58.2373,58,61.5
55,synthetic_5.wav,,0.207052,86.3216,0.880483,0.197769,64.8985,65,61.5
56,synthetic_5.wav,,0.122008,81.7279,0.868048,0.118993,61.1124,61,61.5
57,synthetic_5.wav,,0.119441,81.5432,0.898289,0.103293,61.6318,62,61.5
58,synthetic_5.wav,,0.177119,84.9653,0.865343,0.183452,63.6155,64,61.5
59,synthetic_5.wav,,0.144302,83.1855,0.739533,0.159737,58.6549,59,61.5
60,synthetic_6.wav,,0.166715,84.4396,0.878417,0.202962,64.1876,64,62.6
61,synthetic_6.wav,,0.132638,82.4534,0.782734,0.142547,59.3143,59,62.6
62,synthetic_6.wav,,0.163122,84.2503,0.85898,0.166119,62.7919,63,62.6
63,synthetic_6.wav,,0.14142,83.0103,0.880425,0.13805,62.3779,62,62.6
64,synthetic_6.wav,,0.185987,85.3897,0.891037,0.193353,64.754,65,62.6
65,synthetic_7.wav,,0.137047,82.7375,0.845787,0.142297,61.3145,61,61.25
66,synthetic_7.wav,,0.176765,84.948,0.92798,0.176831,65.3552,65,61.25
67,synthetic_7.wav,,0.107735,80.6472,0.802296,0.103774,58.4033,58,61.25
68,synthetic_7.wav,,0.126182,82.02,0.835142,0.136009,60.5825,61,61.25
69,synthetic_8.wav,,0.127076,82.0813,0.951727,0.139726,64.1789,64,62.0
70,synthetic_8.wav,,0.154378,83.7718,0.835651,0.150179,61.5818,62,62.0
71,synthetic_8.wav,,0.176622,84.9409,0.756481,0.168945,60.0497,60,62.0
72,synthetic_9.wav,,0.177822,84.9997,0.7892,0.171806,61.112,61,64.33
73,synthetic_9.wav,,0.164394,84.3177,0.966978,0.153767,65.8118,66,64.33
74,synthetic_9.wav,,0.168844,84.5497,0.965128,0.159936,65.9725,66,64.33
75,synthetic_10.wav,,0.094502,79.5089,0.956339,0.094935,62.3924,62,60.0
76,synthetic_10.wav,,0.174279,84.8249,0.690276,0.181635,58.2709,58,60.0
77,synthetic_10.wav,,0.147231,83.36,0.781385,0.151837,59.8223,60,60.0
78,synthetic_11.wav,,0.093421,79.409,0.65683,0.092492,53.3183,53,59.33
79,synthetic_11.wav,,0.150358,83.5426,0.877723,0.142819,62.6051,63,59.33
80,synthetic_11.wav,,0.142471,83.0746,0.848781,0.159338,61.88,62,59.33
81,synthetic_12.wav,,0.146359,83.3085,0.79959,0.139092,60.0929,60,61.2
82,synthetic_12.wav,,0.172499,84.7358,0.764462,0.18576,60.5434,61,61.2
83,synthetic_12.wav,,0.169776,84.5976,0.928422,0.176212,65.2159,65,61.2
84,synthetic_12.wav,,0.115961,81.2863,0.881149,0.100528,60.9596,61,61.2
85,synthetic_12.wav,,0.138204,82.8105,0.759954,0.137573,58.6743,59,61.2
86,synthetic_13.wav,,0.112478,81.0214,0.74918,0.107106,57.0261,57,60.17
87,synthetic_13.wav,,0.119037,81.5137,0.894807,0.109573,61.6412,62,60.17
88,synthetic_13.wav,,0.159081,84.0324,0.848063,0.167922,62.4133,62,60.17
89,synthetic_13.wav,,0.146424,83.3123,0.760417,0.162452,59.3865,59,60.17
90,synthetic_13.wav,,0.133748,82.5258,0.817004,0.132922,60.1789,60,60.17
91,synthetic_13.wav,,0.192981,85.7103,0.769552,0.17608,60.8923,61,60.17
92,synthetic_14.wav,,0.08,78.0619,0.898377,0.068617,59.5484,60,61.0
93,synthetic_14.wav,,0.145494,83.257,0.797673,0.154726,60.3275,60,61.0
94,synthetic_14.wav,,0.099753,79.9786,0.864159,0.112147,60.1592,60,61.0
95,synthetic_14.wav,,0.12738,82.1021,0.83833,0.124629,60.4833,60,61.0
96,synthetic_14.wav,,0.126692,82.0551,0.984927,0.136248,65.0948,65,61.0
97,synthetic_14.wav,,0.194533,85.7799,0.780211,0.188432,61.4869,61,61.0
98,synthetic_15.wav,,0.144285,83.1845,0.816198,0.156221,60.8842,61,60.75
99,synthetic_15.wav,,0.185944,85.3877,0.778276,0.179867,61.1007,61,60.75
100,synthetic_15.wav,,0.107804,80.6528,0.832722,0.109978,59.4423,59,60.75
101,synthetic_15.wav,,0.121048,81.6593,0.899415,0.119885,62.0438,62,60.75
102,synthetic_16.wav,,0.169342,84.5754,0.765022,0.167809,60.137,60,62.4
103,synthetic_16.wav,,0.157727,83.9582,0.733251,0.161859,58.818,59,62.4
104,synthetic_16.wav,,0.106232,80.5252,0.892326,0.102432,61.0285,61,62.4
105,synthetic_16.wav,,0.120455,81.6165,0.919307,0.129063,62.8071,63,62.4
106,synthetic_16.wav,,0.198399,85.9508,1.0,0.217385,68.728,69,62.4
107,synthetic_17.wav,,0.129458,82.2426,0.917815,0.133652,63.1045,63,62.0
108,synthetic_17.wav,,0.130149,82.2889,0.844428,0.126837,60.7851,61,62.0
109,synthetic_17.wav,,0.121743,81.7089,0.896199,0.128863,62.1468,62,62.0
110,synthetic_18.wav,,0.177557,84.9868,0.806252,0.182474,61.8318,62,61.0
111,synthetic_18.wav,,0.095998,79.6454,0.817987,0.097474,58.3472,58,61.0
112,synthetic_18.wav,,0.145569,83.2614,0.834139,0.136652,61.0618,61,61.0
113,synthetic_18.wav,,0.145517,83.2583,0.937825,0.152709,64.4923,64,61.0
114,synthetic_18.wav,,0.142493,83.0759,0.81233,0.139985,60.4,60,61.0
115,synthetic_18.wav,,0.107926,80.6626,0.86933,0.10906,60.5262,61,61.0
116,synthetic_19.wav,,0.139649,82.9008,0.822044,0.14968,60.8152,61,61.25
117,synthetic_19.wav,,0.150173,83.5319,0.832763,0.162785,61.6513,62,61.25
118,synthetic_19.wav,,0.119227,81.5276,0.792097,0.115753,58.689,59,61.25
119,synthetic_19.wav,,0.191456,85.6414,0.825006,0.185794,62.7226,63,61.25
120,synthetic_20.wav,,0.102186,80.1879,0.792112,0.106813,57.9748,58,61.25
121,synthetic_20.wav,,0.112711,81.0394,0.805407,0.11783,58.9346,59,61.25
122,synthetic_20.wav,,0.127002,82.0763,0.872777,0.135961,61.733,62,61.25
123,synthetic_20.wav,,0.167116,84.4604,0.953648,0.163879,65.6712,66,61.25
