id,titre,amplitude,rms,dB,Peak,Score,Danger%,env,cri,cri_type,moy_danger,centroid_mean,bandwidth_mean,flatness_mean,mfcc_mean,pcen_mean,zcr_mean
21,screaming in the mic... #asmr #shorts.wav,0.016871337160451045,0.016871337160451045,-35.45649509322777,0.34893798828125,1.6871337160451045,59.67844843171696,3,True,adulte,59.11,3838.050060118299,4129.693145728306,0.006133782236670341,-11.440765873638993,0.14755391114423205,0.11469737891531323
22,screaming in the mic... #asmr #shorts.wav,0.017914714056641724,0.017914714056641724,-34.93531755439031,0.242462158203125,1.7914714056641725,56.86987239560119,3,True,adulte,59.11,3529.597457031541,3796.8151175085563,0.0012022773556831922,-8.91748241058567,0.17948106107331815,0.11569886528422274
23,screaming in the mic... #asmr #shorts.wav,0.009696365562324751,0.009696365562324751,-40.26692464898499,0.2294464111328125,0.9696365562324751,55.37619763021451,3,True,adulte,59.11,3279.1648223610164,4024.748393814238,0.001252097043804104,-10.63868403053571,0.1682377856838639,0.11985775268271462
24,screaming in the mic... #asmr #shorts.wav,0.01611324891439247,0.01611324891439247,-35.855798643165215,0.4063262939453125,1.611324891439247,59.88208944480979,3,True,adulte,59.11,3630.779066742347,4072.887354183851,0.001947697516437451,-14.888131456283533,0.1370254341504404,0.12283162340487239
25,screaming in the mic... #asmr #shorts.wav,0.009241463062735603,0.009241463062735603,-40.684245527960854,0.255950927734375,0.9241463062735603,56.49482088431145,3,True,adulte,59.11,3554.0677027899,4176.483414481093,0.0018653546089007246,-12.6321429255934,0.13003785180654215,0.12291092662412993
26,screaming in the mic... #asmr #shorts.wav,0.008683580232825857,0.008683580232825857,-41.22502336465572,0.229766845703125,0.8683580232825857,54.253117052666845,3,True,adulte,59.11,3089.786158553489,4167.359018224956,0.000993374580024713,-11.047338735985182,0.13256419803635522,0.11045805539443156
27,screaming in the mic... #asmr #shorts.wav,0.01052359620819353,0.01052359620819353,-39.55589115054404,0.317291259765625,1.052359620819353,58.5623869815304,3,True,adulte,59.11,3699.3261415647453,4415.551941183919,0.0016054180000541235,-14.20191786125478,0.12541553724862556,0.14532314928944315
28,screaming in the mic... #asmr #shorts.wav,0.0097679620742444,0.0097679620742444,-40.20303152884611,0.1863250732421875,0.9767962074244401,57.470476385557916,3,True,adulte,59.11,3945.7879817509756,4884.286866256328,0.0015844136504555605,-11.974061443653765,0.13412784552182458,0.1796671077436195
29,sing.wav,0.1159384568618107,0.1159384568618107,-18.71537476974328,0.694488525390625,11.59384568618107,12.13832132768992,3,True,adulte,10.17,2111.9219549172158,2903.1759146253785,0.023351480242169948,-1.4716343682575206,0.19562910342277268,0.041142510150812064
30,sing.wav,0.10970496501339715,0.10970496501339715,-19.195395160087667,0.70660400390625,10.970496501339715,10.97785051974,3,True,adulte,9.17,2097.7603864624866,2888.3868408415483,0.00016835027498121984,-0.784447228188735,0.1859688720981789,0.044482308584686776
31,sing.wav,0.17291777460739308,0.17291777460739308,-15.243157015292931,0.710296630859375,17.291777460739308,10.07416891084199,3,True,adulte,11.17,1794.9952548353035,2513.2909599893337,7.134814787758047e-05,-2.3612113787919475,0.18131664967344807,0.04079244308294663
32,sing.wav,0.14379600644567098,0.14379600644567098,-16.84500309932125,0.710479736328125,14.379600644567098,12.58167480455074,3,True,adulte,9.17,2111.6071281867094,2721.212552230066,0.00013273631215708688,-3.272664122543553,0.17591517885066002,0.049107952073665896
33,sing2.wav,0.0544397272659271,0.0544397272659271,-25.28152163503559,0.1932373046875,5.44397272659271,10.24697816232135,3,True,adulte,10.2,1811.9220984662493,2241.052237429951,0.04038964364302931,-16.005688671085647,0.17310667597295692,0.02941696273201856
34,sing2.wav,0.062199443310907376,0.062199443310907376,-24.12413040046184,0.207061767578125,6.219944331090738,10.911520876919795,3,True,adulte,9.2,1892.2726667980332,2288.8372377226856,6.024004835794991e-05,-14.569130479349525,0.18854417821899183,0.035025966139791184
35,صوت صراخ.wav,0.171093710741568,0.171093710741568,-15.335268322475068,0.832244873046875,17.1093710741568,90.03285362496298,3,True,adulte,90.03,1613.1495584134707,1502.7007892687022,0.21652021367110214,-26.048899760914022,0.20728529379372118,0.045414687862529
36,كم مره عدت الفديو يله فهمت 😮😮😂🤍✨ #ترند #العراق #ضحك #اكسبلور #shorts #shortsvideo-.wav,0.044613566014166335,0.044613566014166335,-27.01046654468128,0.7803955078125,4.461356601416633,32.98212576314932,3,True,adulte,23.6,1924.4210548948188,2851.085977429042,0.01656044025477452,-7.211353074737133,0.1206712169060741,0.03259702182424594
37,كم مره عدت الفديو يله فهمت 😮😮😂🤍✨ #ترند #العراق #ضحك #اكسبلور #shorts #shortsvideo-.wav,0.06209186982494404,0.06209186982494404,-24.139165347021475,0.601348876953125,6.209186982494404,23.40530961832772,3,True,adulte,20.6,1985.8631650310883,2870.49503076633,0.0003219421206637142,-5.33997618421751,0.18332862758104163,0.03581559962296984
