titre,nb_tranches,nb_cris,cri_type_dom,danger_max,danger_moy,danger_std,env_moy,rms_moy,peak_moy,centroid_moy,bandwidth_moy,mfcc_moy,pcen_moy
synth_us_13.wav,3,3,adulte,52.77504263007068,40.976543620797116,8.736477766177673,2.0,0.15055933331577245,0.6752284007033408,2830.4051349228666,2519.523293096828,-13.26915000410728,0.20594599930228252
synth_herself_14.wav,4,4,adulte,64.63456108867459,50.58814895072443,10.017880282344155,2.25,0.15683850244324027,0.8188726968166402,3494.48381028667,2764.141002673349,-15.626104815151466,0.2660659392439546
synth_either_15.wav,7,0,aucun,26.668744435167074,22.413071554448496,3.6201083722717033,1.7142857142857142,0.055449156352805964,0.31105940042406977,2187.83525785619,1824.8877022973986,-6.260402520728128,0.21761779168102335
synth_picture_16.wav,6,6,enfant,60.02512412997028,49.05830443659619,8.663400175866741,2.3333333333333335,0.13986569921923092,0.8263156122937539,3990.1064426271555,2980.016862935367,-32.64918478377879,0.2816881785105119
synth_large_17.wav,3,2,enfant,53.43406993903726,36.85804532469626,16.597290191684387,1.6666666666666667,0.09122446493085908,0.5153826046887268,3355.640478563911,2388.572450808056,-19.122040037792218,0.15114826388454902
synth_continue_18.wav,4,3,enfant,56.83512572943438,42.82289155643562,13.984674579858387,2.5,0.1268123934060442,0.7335577252029077,3567.8294092381975,2799.1873429810776,-32.27337194329443,0.2694297583082944
synth_style_19.wav,3,3,enfant,52.200817856420265,42.55628822141093,6.905383494951939,2.3333333333333335,0.08806804799112095,0.6030598905163833,4137.828705085724,3029.920875716531,-28.624009602287913,0.28421472452008056
synth_everybody_20.wav,4,4,adulte,62.11735299318108,50.3602597562797,8.099400115557374,2.0,0.1655775219945061,0.8806816241014577,3070.996579714322,2689.116168115682,-24.08799680441513,0.21175319919469068
synth_best_21.wav,3,3,bebe,75.59620094335787,61.381315086775224,10.059199587203828,3.0,0.14967264405240807,0.8015411088735743,4684.294429880629,3650.2815035807143,-33.08494584642532,0.3281672114688649
synth_scene_22.wav,6,6,adulte,57.70953456900307,51.82837321289105,4.684615660657397,2.0,0.20264370184314848,1.0,2694.280505280077,2520.143909045503,-19.19773043401436,0.292430977041769
synth_scientist_23.wav,5,5,adulte,57.54873974692583,48.98114543714177,7.259541387319941,2.2,0.16157789664479,0.8563649843399842,2753.7713120663475,2951.902649461697,-15.064856278969813,0.2800881369669481
synth_heart_24.wav,8,8,adulte,55.86866793133406,47.057207015843076,7.984591640317785,2.875,0.14689674404642156,0.819792237170581,3184.9238709063693,2450.08474959001,-11.886951698864468,0.33048863736710643
synth_arrive_25.wav,8,8,bebe,75.29470848795734,56.91264854134761,12.433624762561395,2.375,0.14693030018987524,0.8081357859819105,4287.763524877187,3367.8035539491043,-35.05814098548654,0.21910379049527512
synth_authority_26.wav,4,0,aucun,17.500353697696443,15.080028591719554,1.8271134104004219,1.75,0.033710015288239636,0.1826845277620544,1933.609293792959,1875.4222692703192,-45.12792394427136,0.14458437576288236
synth_body_27.wav,6,0,aucun,33.010665089554,20.11252538843527,6.435527959458572,2.1666666666666665,0.04601592513928173,0.30693761092910976,2334.47300574458,1838.1663910051639,-28.76299289170076,0.138971835922461
synth_mission_28.wav,6,5,adulte,53.05116779092877,42.84366702393811,12.315409893243098,2.5,0.15436095199857744,0.7831189311999295,2977.3862904459997,2331.7590613254365,-16.500295446593768,0.1840025763385379
synth_thank_29.wav,5,5,adulte,61.02941402552164,46.0317040444933,11.672735314653393,2.8,0.1399188926979213,0.7482815402713181,3858.332011100775,2578.7067728230986,-23.507588107245272,0.2905685728205791
